"emp_no","birth_date","first_name","last_name","gender","hire_date"
70563,"1955-06-03 00:00:00","Naraig","Klerer","F","1986-06-02 00:00:00"
258584,"1958-03-06 00:00:00","Howell","Takkinen","M","1986-06-02 00:00:00"
291274,"1957-01-25 00:00:00","Tooru","Vieri","F","1986-06-02 00:00:00"
409837,"1960-06-11 00:00:00","Xiaoheng","Vidal","M","1986-06-02 00:00:00"
268447,"1952-09-10 00:00:00","Denis","Shackel","F","1986-06-02 00:00:00"
258141,"1959-07-02 00:00:00","Palash","Chenney","M","1986-06-02 00:00:00"
485898,"1961-11-11 00:00:00","Chinhyun","Yetim","F","1986-06-02 00:00:00"
403228,"1960-04-04 00:00:00","Sanjai","Engberts","M","1986-06-02 00:00:00"
76199,"1959-01-17 00:00:00","Randi","Wynblatt","M","1986-06-02 00:00:00"
233437,"1963-06-18 00:00:00","Kristian","Alpay","F","1986-06-02 00:00:00"
91589,"1953-08-29 00:00:00","Jaber","Kavraki","M","1986-06-02 00:00:00"
14537,"1953-12-03 00:00:00","Babette","Engelmann","F","1986-06-02 00:00:00"
466172,"1961-07-27 00:00:00","Tomoyuki","Fritzsche","M","1986-06-02 00:00:00"
95086,"1962-02-10 00:00:00","Jiakeng","Stroustrup","M","1986-06-02 00:00:00"
492614,"1952-10-07 00:00:00","Xiaoshan","Frolund","M","1986-06-02 00:00:00"
296305,"1958-08-16 00:00:00","Barton","Mungall","F","1986-06-02 00:00:00"
208798,"1962-02-13 00:00:00","Akhilish","Farrar","F","1986-06-02 00:00:00"
454745,"1954-11-18 00:00:00","Marjo","Vigier","M","1986-06-02 00:00:00"
423171,"1955-03-19 00:00:00","Francesca","Mandell","M","1986-06-02 00:00:00"
241545,"1964-01-20 00:00:00","Rasiah","Barriga","M","1986-06-02 00:00:00"
67100,"1961-01-29 00:00:00","Kwun","Serot","M","1986-06-02 00:00:00"
48798,"1964-05-11 00:00:00","Chiradeep","Cools","F","1986-06-02 00:00:00"
475464,"1956-08-07 00:00:00","Avishai","Improta","M","1986-06-02 00:00:00"
46658,"1956-10-10 00:00:00","Unal","Binding","F","1986-06-02 00:00:00"
441139,"1959-03-25 00:00:00","Ferdinand","Miara","M","1986-06-01 00:00:00"
494481,"1963-10-31 00:00:00","Nidapan","Skafidas","M","1986-06-01 00:00:00"
235869,"1961-11-12 00:00:00","Youngkon","Douceur","M","1986-06-01 00:00:00"
462084,"1961-08-12 00:00:00","Taegyun","Millington","M","1986-06-01 00:00:00"
83101,"1963-01-18 00:00:00","Arco","Maierhofer","M","1986-06-01 00:00:00"
404975,"1957-08-10 00:00:00","Zsolt","Fontan","M","1986-06-01 00:00:00"
236657,"1956-08-29 00:00:00","Dung","Kulisch","F","1986-06-01 00:00:00"
32243,"1964-09-29 00:00:00","Mohit","Thiria","M","1986-06-01 00:00:00"
421250,"1959-03-31 00:00:00","Leon","Radwan","M","1986-06-01 00:00:00"
30138,"1956-03-25 00:00:00","Mokhtar","Granlund","M","1986-06-01 00:00:00"
485807,"1955-07-31 00:00:00","Hyuncheol","Dulin","M","1986-06-01 00:00:00"
484952,"1963-10-22 00:00:00","Larisa","Azumi","M","1986-06-01 00:00:00"
447260,"1954-09-13 00:00:00","Ramalingam","Kalorkoti","F","1986-06-01 00:00:00"
85624,"1955-07-11 00:00:00","Ayonca","Keustermans","M","1986-06-01 00:00:00"
109737,"1964-03-02 00:00:00","Leaf","Bazzichi","M","1986-06-01 00:00:00"
448136,"1954-11-23 00:00:00","Garnik","Ushiama","M","1986-06-01 00:00:00"
55543,"1959-10-04 00:00:00","Shih","Engberts","M","1986-06-01 00:00:00"
86180,"1957-02-24 00:00:00","Hsiangchu","Narahara","F","1986-06-01 00:00:00"
493600,"1964-01-26 00:00:00","Keung","Heusch","M","1986-06-01 00:00:00"
56053,"1960-01-16 00:00:00","Shir","Cummings","F","1986-06-01 00:00:00"
33276,"1960-05-05 00:00:00","Rafols","Schueller","M","1986-06-01 00:00:00"
223974,"1960-04-10 00:00:00","Khue","Yetto","M","1986-06-01 00:00:00"
62993,"1957-12-23 00:00:00","Giordano","Bultermann","M","1986-06-01 00:00:00"
441091,"1955-09-13 00:00:00","Muneo","Ghelli","M","1986-06-01 00:00:00"
493275,"1957-04-14 00:00:00","Salvador","Gerteisen","M","1986-06-01 00:00:00"
108516,"1964-11-15 00:00:00","Arvin","Rusmann","M","1986-06-01 00:00:00"
49691,"1961-07-14 00:00:00","Otilia","Vesna","F","1986-06-01 00:00:00"
248097,"1964-05-23 00:00:00","Golgen","Fadgyas","F","1986-06-01 00:00:00"
430496,"1955-05-12 00:00:00","Kiam","Schwaller","F","1986-06-01 00:00:00"
211556,"1961-01-31 00:00:00","Sachio","Validov","M","1986-06-01 00:00:00"
262831,"1959-01-03 00:00:00","Jaques","Hagimont","F","1986-06-01 00:00:00"
411936,"1962-04-22 00:00:00","Tianruo","Ermel","F","1986-06-01 00:00:00"
297451,"1955-09-23 00:00:00","Randy","Hofmeyr","F","1986-06-01 00:00:00"
296970,"1962-11-29 00:00:00","Jianwen","Isaac","M","1986-06-01 00:00:00"
412459,"1954-10-17 00:00:00","Iara","Stroustrup","F","1986-06-01 00:00:00"
221217,"1963-06-29 00:00:00","Nechama","Nyrup","M","1986-06-01 00:00:00"
294128,"1960-12-28 00:00:00","Arfst","Barriga","F","1986-06-01 00:00:00"
106394,"1960-02-10 00:00:00","Paris","Merlo","M","1986-06-01 00:00:00"
453563,"1959-09-28 00:00:00","Weicheng","Demos","F","1986-06-01 00:00:00"
225364,"1954-02-22 00:00:00","Souichi","Merle","M","1986-06-01 00:00:00"
492091,"1953-12-15 00:00:00","Werner","Coombs","F","1986-06-01 00:00:00"
468063,"1962-05-16 00:00:00","Jungsoon","Henseler","M","1986-06-01 00:00:00"
16380,"1955-05-02 00:00:00","Zhilian","Chleq","M","1986-06-01 00:00:00"
240086,"1952-03-08 00:00:00","Demos","Tasistro","M","1986-06-01 00:00:00"
61994,"1958-07-14 00:00:00","Ugo","Chappelet","M","1986-06-01 00:00:00"
91983,"1964-09-13 00:00:00","Shem","Grospietsch","M","1986-06-01 00:00:00"
292269,"1959-03-29 00:00:00","Joydip","Stamatiou","M","1986-06-01 00:00:00"
92383,"1963-03-09 00:00:00","Stella","Chleq","F","1986-06-01 00:00:00"
291740,"1954-07-14 00:00:00","Tua","Bratten","M","1986-06-01 00:00:00"
291638,"1956-04-20 00:00:00","Kamakshi","Ossenbruggen","M","1986-06-01 00:00:00"
220217,"1957-12-21 00:00:00","Filipp","Velasco","M","1986-06-01 00:00:00"
105495,"1962-07-28 00:00:00","Shuji","Theuretzbacher","M","1986-06-01 00:00:00"
462523,"1959-07-12 00:00:00","Arumugam","Rothe","M","1986-06-01 00:00:00"
92986,"1956-08-29 00:00:00","Annemarie","Clouatre","F","1986-06-01 00:00:00"
260877,"1956-08-08 00:00:00","Munenori","Cooke","M","1986-06-01 00:00:00"
74988,"1961-09-15 00:00:00","Mohammad","Staylopatis","F","1986-06-01 00:00:00"
219609,"1955-12-14 00:00:00","Karlis","Sanella","F","1986-06-01 00:00:00"
94524,"1959-03-07 00:00:00","Branimir","Rosti","M","1986-06-01 00:00:00"
289172,"1952-08-03 00:00:00","Valeska","Angiulli","F","1986-06-01 00:00:00"
233309,"1964-07-03 00:00:00","Piyawadee","Pena","M","1986-06-01 00:00:00"
288720,"1952-10-13 00:00:00","Lein","Leuchs","F","1986-06-01 00:00:00"
288632,"1958-08-09 00:00:00","Huican","Baca","M","1986-06-01 00:00:00"
19677,"1958-08-14 00:00:00","Reuven","Yemenis","M","1986-06-01 00:00:00"
22613,"1959-08-26 00:00:00","Mabo","Verspoor","M","1986-06-01 00:00:00"
37092,"1962-05-12 00:00:00","Ung","Laurillard","M","1986-06-01 00:00:00"
74357,"1958-03-23 00:00:00","Arch","Tsukuda","F","1986-06-01 00:00:00"
465671,"1957-08-01 00:00:00","Alenka","Itzfeldt","M","1986-06-01 00:00:00"
103659,"1952-08-06 00:00:00","Remco","Feldmann","M","1986-06-01 00:00:00"
437180,"1962-04-23 00:00:00","Taiji","Collavizza","M","1986-06-01 00:00:00"
281737,"1960-07-07 00:00:00","Lech","Stiles","F","1986-06-01 00:00:00"
27955,"1953-10-17 00:00:00","Saeko","Hartvigsen","F","1986-06-01 00:00:00"
257200,"1955-01-24 00:00:00","Satosi","Cromarty","F","1986-06-01 00:00:00"
206588,"1958-11-05 00:00:00","Zhenhua","Passino","M","1986-06-01 00:00:00"
427756,"1959-04-19 00:00:00","Mohammad","Wallrath","M","1986-06-01 00:00:00"
232772,"1962-05-14 00:00:00","Keung","Heusch","M","1986-06-01 00:00:00"
97580,"1957-04-20 00:00:00","Kamran","Feldhoffer","M","1986-06-01 00:00:00"
419073,"1964-10-01 00:00:00","Abdulah","Feldhoffer","M","1986-06-01 00:00:00"
464179,"1955-04-11 00:00:00","Weiru","Krogh","F","1986-06-01 00:00:00"
72367,"1964-08-16 00:00:00","Lillian","Arlazarov","M","1986-06-01 00:00:00"
488477,"1954-06-03 00:00:00","Gregory","Matzel","M","1986-06-01 00:00:00"
421458,"1963-09-07 00:00:00","Conor","Aseltine","M","1986-06-01 00:00:00"
419802,"1961-01-10 00:00:00","Dante","Przulj","M","1986-06-01 00:00:00"
14313,"1963-11-17 00:00:00","Armond","Muntz","M","1986-06-01 00:00:00"
481907,"1958-09-06 00:00:00","Masaki","Besselaar","M","1986-06-01 00:00:00"
407053,"1964-03-16 00:00:00","Yuchang","Ariola","M","1986-06-01 00:00:00"
406888,"1955-12-03 00:00:00","Oddvar","Warwick","M","1986-06-01 00:00:00"
252463,"1955-06-07 00:00:00","Remmert","Lanteri","M","1986-06-01 00:00:00"
81541,"1961-12-13 00:00:00","Nobuyoshi","Akaboshi","M","1986-06-01 00:00:00"
228960,"1955-03-02 00:00:00","Eberhardt","Halevi","M","1986-06-01 00:00:00"
68398,"1960-04-04 00:00:00","Honesty","Cichocki","M","1986-06-01 00:00:00"
236010,"1964-12-04 00:00:00","Eben","Naumovich","F","1986-06-01 00:00:00"
473160,"1952-08-08 00:00:00","Fuqing","Rosay","M","1986-06-01 00:00:00"
202029,"1957-07-26 00:00:00","Shietung","Weisert","M","1986-06-01 00:00:00"
66610,"1960-09-06 00:00:00","Mizuhito","Danner","M","1986-05-31 00:00:00"
87677,"1961-09-01 00:00:00","Collette","Rijsenbrij","F","1986-05-31 00:00:00"
417954,"1962-04-28 00:00:00","Gor","Pargaonkar","M","1986-05-31 00:00:00"
27456,"1963-08-01 00:00:00","Danil","Hoppenstand","M","1986-05-31 00:00:00"
92431,"1953-05-26 00:00:00","Heon","Bage","F","1986-05-31 00:00:00"
85778,"1963-05-29 00:00:00","Bernt","Babb","M","1986-05-31 00:00:00"
474449,"1957-04-11 00:00:00","Vojin","Castellani","M","1986-05-31 00:00:00"
299148,"1958-08-31 00:00:00","Van","Choobineh","M","1986-05-31 00:00:00"
468083,"1963-04-23 00:00:00","Aluzio","Kakkad","M","1986-05-31 00:00:00"
421340,"1960-11-17 00:00:00","Olivera","Armand","F","1986-05-31 00:00:00"
283731,"1962-01-15 00:00:00","Otilia","Rissanen","F","1986-05-31 00:00:00"
271414,"1958-11-16 00:00:00","Kokou","Suri","F","1986-05-31 00:00:00"
107043,"1956-07-11 00:00:00","Shigeo","Koshiba","M","1986-05-31 00:00:00"
67757,"1963-01-12 00:00:00","Hongzhu","Halevi","M","1986-05-31 00:00:00"
218242,"1958-01-29 00:00:00","Steve","Capobianchi","M","1986-05-31 00:00:00"
438219,"1959-04-28 00:00:00","Conal","Gammage","F","1986-05-31 00:00:00"
249292,"1963-06-07 00:00:00","Doohun","Schapire","F","1986-05-31 00:00:00"
402321,"1956-09-16 00:00:00","Guther","Farrel","F","1986-05-31 00:00:00"
430157,"1956-06-08 00:00:00","Shimshon","Genin","F","1986-05-31 00:00:00"
295756,"1960-04-17 00:00:00","Mohua","Gunderson","F","1986-05-31 00:00:00"
417409,"1955-07-22 00:00:00","Susanna","Solares","M","1986-05-31 00:00:00"
49042,"1963-09-11 00:00:00","Renny","Fontan","F","1986-05-31 00:00:00"
250606,"1958-01-01 00:00:00","Persi","Gadepally","M","1986-05-31 00:00:00"
422025,"1964-05-19 00:00:00","Guttorm","Junet","M","1986-05-31 00:00:00"
234394,"1955-02-16 00:00:00","Kazuhide","Sichman","F","1986-05-31 00:00:00"
61259,"1955-09-14 00:00:00","Shao","Puoti","M","1986-05-31 00:00:00"
45546,"1952-06-08 00:00:00","Gopalakrishnan","Lanphier","F","1986-05-31 00:00:00"
250098,"1963-01-18 00:00:00","Tomoyuki","Syrzycki","M","1986-05-31 00:00:00"
249159,"1953-07-27 00:00:00","Marjo","Dichev","M","1986-05-31 00:00:00"
90428,"1953-05-19 00:00:00","Niranjan","Braunschweig","M","1986-05-31 00:00:00"
245033,"1959-04-27 00:00:00","Xinglin","Chinen","M","1986-05-31 00:00:00"
257448,"1957-12-09 00:00:00","Sachin","DasSarma","F","1986-05-31 00:00:00"
70528,"1953-01-05 00:00:00","Khun","Gimarc","M","1986-05-31 00:00:00"
75701,"1958-03-18 00:00:00","Leaf","Bergere","M","1986-05-31 00:00:00"
90321,"1957-10-05 00:00:00","Lijia","Selvestrel","M","1986-05-31 00:00:00"
475577,"1961-05-13 00:00:00","Gift","Baumann","M","1986-05-31 00:00:00"
52586,"1963-04-18 00:00:00","Shen","Yoshizawa","M","1986-05-31 00:00:00"
67640,"1954-05-19 00:00:00","Gen","Glinert","M","1986-05-31 00:00:00"
297402,"1955-11-22 00:00:00","Hailing","Ghemri","M","1986-05-31 00:00:00"
96117,"1958-01-04 00:00:00","Arunachalam","Desikan","M","1986-05-31 00:00:00"
437443,"1962-09-28 00:00:00","Pranas","Guerreiro","M","1986-05-31 00:00:00"
52118,"1964-05-16 00:00:00","Laurentiu","Kruskal","M","1986-05-31 00:00:00"
486166,"1953-01-09 00:00:00","Akeno","Berztiss","M","1986-05-31 00:00:00"
88834,"1956-02-05 00:00:00","Monique","Rothe","F","1986-05-31 00:00:00"
428851,"1953-08-05 00:00:00","Bilhanan","Berendt","F","1986-05-31 00:00:00"
469583,"1959-10-24 00:00:00","Surveyors","Litecky","M","1986-05-31 00:00:00"
56587,"1958-04-25 00:00:00","Franziska","Bennis","M","1986-05-31 00:00:00"
65133,"1963-10-14 00:00:00","Bowen","Demke","M","1986-05-31 00:00:00"
400215,"1960-05-19 00:00:00","Stabislas","Thiran","F","1986-05-31 00:00:00"
34230,"1961-10-12 00:00:00","Otmar","Ghazalie","M","1986-05-31 00:00:00"
252238,"1964-10-20 00:00:00","Huican","Nyrup","F","1986-05-31 00:00:00"
53474,"1958-07-12 00:00:00","Shakhar","Baalen","M","1986-05-31 00:00:00"
221148,"1961-08-27 00:00:00","Ayonca","Roccetti","M","1986-05-31 00:00:00"
66361,"1952-07-02 00:00:00","Almudena","Boudaillier","F","1986-05-31 00:00:00"
460736,"1960-01-05 00:00:00","Chuanyi","Rosis","M","1986-05-31 00:00:00"
97870,"1953-10-05 00:00:00","Leah","Socorro","F","1986-05-31 00:00:00"
457726,"1953-02-16 00:00:00","Jinpo","Lortz","F","1986-05-31 00:00:00"
214743,"1958-10-09 00:00:00","Marsal","Farrow","M","1986-05-31 00:00:00"
425806,"1954-04-10 00:00:00","Aemilian","Limongiello","M","1986-05-31 00:00:00"
273548,"1960-09-05 00:00:00","Roded","Pehl","F","1986-05-31 00:00:00"
202154,"1954-03-24 00:00:00","Adin","Azulay","F","1986-05-31 00:00:00"
23857,"1952-02-03 00:00:00","Kristen","Frijda","M","1986-05-31 00:00:00"
200343,"1962-02-09 00:00:00","Radhika","Kusakabe","M","1986-05-31 00:00:00"
24071,"1952-11-12 00:00:00","Ibibia","Keustermans","M","1986-05-31 00:00:00"
299753,"1954-04-09 00:00:00","Nikolaus","Chenoweth","F","1986-05-31 00:00:00"
103435,"1953-12-01 00:00:00","Sverrir","Ghazalie","M","1986-05-31 00:00:00"
15058,"1965-01-30 00:00:00","Bouchung","Bugrara","M","1986-05-31 00:00:00"
91855,"1956-05-13 00:00:00","Denis","Erbe","M","1986-05-31 00:00:00"
434793,"1960-10-10 00:00:00","Gio","Kaminger","M","1986-05-31 00:00:00"
215238,"1962-10-31 00:00:00","Diederik","Uhrik","F","1986-05-31 00:00:00"
452739,"1952-05-08 00:00:00","Yinghua","Thombley","F","1986-05-31 00:00:00"
23835,"1955-01-20 00:00:00","Yoshinari","Hennings","F","1986-05-31 00:00:00"
495321,"1961-03-01 00:00:00","Sreenivas","Cronin","M","1986-05-31 00:00:00"
39305,"1957-05-20 00:00:00","Shem","Jonsson","M","1986-05-31 00:00:00"
271980,"1955-12-16 00:00:00","Shigenori","Angel","F","1986-05-31 00:00:00"
90020,"1953-06-09 00:00:00","Oldrich","Holburn","M","1986-05-31 00:00:00"
484286,"1954-08-08 00:00:00","Prasadram","DasSarma","F","1986-05-31 00:00:00"
214410,"1958-03-27 00:00:00","Seshu","Comte","M","1986-05-31 00:00:00"
13982,"1958-06-13 00:00:00","Marsja","Vieri","M","1986-05-31 00:00:00"
450792,"1964-01-16 00:00:00","Satyanarayana","Leuchs","F","1986-05-31 00:00:00"
494099,"1954-08-09 00:00:00","Waiman","Irland","F","1986-05-31 00:00:00"
285666,"1960-06-28 00:00:00","Mabry","Cyre","M","1986-05-31 00:00:00"
247897,"1963-08-17 00:00:00","Zito","Veeraraghavan","F","1986-05-31 00:00:00"
415506,"1962-02-03 00:00:00","Berry","Kabayashi","F","1986-05-31 00:00:00"
207279,"1955-03-13 00:00:00","Hugo","Zultner","M","1986-05-31 00:00:00"
241657,"1956-10-30 00:00:00","Xuejia","Erbe","M","1986-05-31 00:00:00"
442662,"1963-06-04 00:00:00","Sadegh","Raney","M","1986-05-31 00:00:00"
241153,"1954-03-19 00:00:00","Maris","Kalloufi","M","1986-05-31 00:00:00"
255660,"1959-10-08 00:00:00","Neven","Perry","M","1986-05-31 00:00:00"
277369,"1958-05-27 00:00:00","Lokesh","Ozeri","M","1986-05-31 00:00:00"
469996,"1953-11-15 00:00:00","Yuping","Orlowska","M","1986-05-31 00:00:00"
486595,"1963-06-18 00:00:00","Mooi","Akaboshi","M","1986-05-31 00:00:00"
77693,"1957-07-15 00:00:00","Jinya","Conia","F","1986-05-30 00:00:00"
94405,"1953-02-21 00:00:00","Ramalingam","Escriba","F","1986-05-30 00:00:00"
61300,"1959-08-24 00:00:00","Morris","Zuberek","M","1986-05-30 00:00:00"
406254,"1963-11-27 00:00:00","Zissis","Danner","F","1986-05-30 00:00:00"
202109,"1958-08-01 00:00:00","Ishfaq","Leonhardt","M","1986-05-30 00:00:00"
77725,"1962-05-21 00:00:00","Niteen","Sinicrope","M","1986-05-30 00:00:00"
433889,"1962-09-25 00:00:00","Dharmaraja","Wynblatt","F","1986-05-30 00:00:00"
239320,"1961-11-01 00:00:00","Mingsen","Trachtenberg","M","1986-05-30 00:00:00"
52386,"1965-01-28 00:00:00","Adas","Denti","M","1986-05-30 00:00:00"
419947,"1956-01-14 00:00:00","Odinaldo","Camarinopoulos","M","1986-05-30 00:00:00"
282880,"1956-05-11 00:00:00","Aiman","Monarch","M","1986-05-30 00:00:00"
274044,"1955-06-22 00:00:00","Yuchang","Erni","M","1986-05-30 00:00:00"
468280,"1954-08-10 00:00:00","Prasadram","Ernst","M","1986-05-30 00:00:00"
285306,"1964-02-18 00:00:00","Tse","Brlek","M","1986-05-30 00:00:00"
271891,"1955-02-19 00:00:00","Karlis","Ouhyoung","M","1986-05-30 00:00:00"
202375,"1954-09-11 00:00:00","Marke","Garnick","F","1986-05-30 00:00:00"
287587,"1960-09-04 00:00:00","Ult","Masamoto","F","1986-05-30 00:00:00"
256769,"1954-12-03 00:00:00","Shiv","Barbanera","F","1986-05-30 00:00:00"
31305,"1955-11-27 00:00:00","Nadjib","Luiz","M","1986-05-30 00:00:00"
22152,"1964-11-04 00:00:00","Rosella","Pargaonkar","M","1986-05-30 00:00:00"
442771,"1963-05-24 00:00:00","Mahmut","Reghbati","M","1986-05-30 00:00:00"
270963,"1962-12-07 00:00:00","Heejo","Usery","F","1986-05-30 00:00:00"
219467,"1962-02-17 00:00:00","Jinxi","Farris","F","1986-05-30 00:00:00"
95852,"1959-07-04 00:00:00","Murthy","Cardazo","M","1986-05-30 00:00:00"
474976,"1963-09-08 00:00:00","Girolamo","Perl","M","1986-05-30 00:00:00"
38691,"1956-12-14 00:00:00","Georgi","Denos","F","1986-05-30 00:00:00"
412437,"1957-04-08 00:00:00","Martijn","Gyimothy","M","1986-05-30 00:00:00"
469225,"1964-02-29 00:00:00","Jessie","Michaeli","F","1986-05-30 00:00:00"
467866,"1958-12-09 00:00:00","Eben","Leppanen","M","1986-05-30 00:00:00"
63700,"1962-01-28 00:00:00","King","Demri","M","1986-05-30 00:00:00"
496017,"1952-04-05 00:00:00","Faiza","Rodham","M","1986-05-30 00:00:00"
206019,"1958-03-01 00:00:00","Fumitaka","Swick","M","1986-05-30 00:00:00"
19295,"1959-03-26 00:00:00","Tze","Gladwell","M","1986-05-30 00:00:00"
15728,"1955-04-10 00:00:00","Jaewon","Nooteboom","F","1986-05-30 00:00:00"
222963,"1964-08-31 00:00:00","Zengping","Baumann","M","1986-05-30 00:00:00"
461364,"1953-07-29 00:00:00","Vasilii","Huttel","M","1986-05-30 00:00:00"
225842,"1952-03-13 00:00:00","Bowen","Schmezko","M","1986-05-30 00:00:00"
471024,"1956-08-29 00:00:00","Gonzalo","Baumann","F","1986-05-30 00:00:00"
257152,"1952-10-03 00:00:00","Phillip","Rosenbaum","F","1986-05-30 00:00:00"
100616,"1959-05-26 00:00:00","Janche","Zockler","F","1986-05-30 00:00:00"
493733,"1958-11-10 00:00:00","Hideo","Shokrollahi","M","1986-05-30 00:00:00"
268959,"1961-09-30 00:00:00","Kazuyasu","Sgarro","M","1986-05-30 00:00:00"
441257,"1956-08-25 00:00:00","Hongzhu","Lueh","F","1986-05-30 00:00:00"
259649,"1959-08-16 00:00:00","Suzette","Comellas","M","1986-05-30 00:00:00"
38697,"1955-09-12 00:00:00","Hercules","Warwick","M","1986-05-30 00:00:00"
430128,"1954-04-29 00:00:00","Becky","Berztiss","F","1986-05-30 00:00:00"
491278,"1955-12-23 00:00:00","Chanjung","Vesna","M","1986-05-30 00:00:00"
252668,"1953-09-04 00:00:00","Tonny","Radwan","M","1986-05-30 00:00:00"
441255,"1957-02-23 00:00:00","Aleksandar","Feldhoffer","M","1986-05-30 00:00:00"
239968,"1963-08-26 00:00:00","Dietrich","Uhrik","M","1986-05-30 00:00:00"
16159,"1958-02-20 00:00:00","Koichi","Bala","F","1986-05-30 00:00:00"
47177,"1953-07-29 00:00:00","Harjit","Thimonier","M","1986-05-30 00:00:00"
234974,"1958-04-17 00:00:00","Shin","Zschoche","F","1986-05-30 00:00:00"
209996,"1957-02-17 00:00:00","Herb","Jarecki","M","1986-05-30 00:00:00"
402218,"1963-12-22 00:00:00","Aiichiro","Poupard","F","1986-05-30 00:00:00"
55869,"1958-04-09 00:00:00","Along","Bade","M","1986-05-30 00:00:00"
421290,"1956-08-26 00:00:00","Sugwoo","Curless","M","1986-05-30 00:00:00"
250261,"1960-07-29 00:00:00","Xuejun","Baig","F","1986-05-30 00:00:00"
75731,"1957-03-05 00:00:00","Kellyn","Keustermans","F","1986-05-30 00:00:00"
218600,"1956-08-30 00:00:00","Gita","Bail","M","1986-05-30 00:00:00"
497336,"1963-09-02 00:00:00","Sivanarayana","Michaeli","F","1986-05-30 00:00:00"
218603,"1954-07-21 00:00:00","Satyanarayana","Plotkin","M","1986-05-30 00:00:00"
459482,"1961-09-19 00:00:00","Chinho","Schneeberger","F","1986-05-30 00:00:00"
467719,"1959-12-05 00:00:00","Katsuo","Reutenauer","M","1986-05-30 00:00:00"
210533,"1961-10-12 00:00:00","Aiichiro","Erie","M","1986-05-30 00:00:00"
98199,"1953-11-19 00:00:00","Sadun","Felcyn","F","1986-05-30 00:00:00"
99893,"1959-02-21 00:00:00","Randy","Fortenbacher","M","1986-05-30 00:00:00"
487411,"1957-02-08 00:00:00","Mototsugu","Cronau","M","1986-05-30 00:00:00"
214810,"1962-08-08 00:00:00","Theirry","Thisen","F","1986-05-30 00:00:00"
64645,"1956-05-12 00:00:00","Yongqiao","Blokdijk","M","1986-05-30 00:00:00"
419168,"1962-05-31 00:00:00","Bikash","Angelopoulos","F","1986-05-30 00:00:00"
50410,"1961-04-11 00:00:00","Shir","Garnier","F","1986-05-30 00:00:00"
50965,"1961-12-12 00:00:00","Angus","Snyers","F","1986-05-30 00:00:00"
454309,"1958-04-16 00:00:00","Uta","Akaboshi","M","1986-05-30 00:00:00"
231447,"1961-07-03 00:00:00","Chirstian","Bonifati","M","1986-05-30 00:00:00"
407677,"1959-05-24 00:00:00","Subhrajyoti","Murthy","M","1986-05-30 00:00:00"
406166,"1963-07-29 00:00:00","Jixiang","Guerreiro","M","1986-05-30 00:00:00"
76465,"1955-08-20 00:00:00","Jessie","Smailagic","M","1986-05-30 00:00:00"
262063,"1957-11-08 00:00:00","Van","Tomescu","F","1986-05-30 00:00:00"
66833,"1962-03-15 00:00:00","Morrie","Bratsberg","F","1986-05-30 00:00:00"
247504,"1956-11-09 00:00:00","Froduald","Stanger","M","1986-05-30 00:00:00"
27876,"1956-12-02 00:00:00","Akhilish","Walstra","M","1986-05-30 00:00:00"
204994,"1957-01-17 00:00:00","Oksana","Schlegelmilch","F","1986-05-30 00:00:00"
281021,"1961-07-28 00:00:00","Henk","Peltason","F","1986-05-30 00:00:00"
292635,"1958-10-22 00:00:00","Junsik","Griswold","F","1986-05-30 00:00:00"
291560,"1953-03-11 00:00:00","Dietrich","Schapiro","M","1986-05-30 00:00:00"
299119,"1957-12-14 00:00:00","Boutros","Lunn","F","1986-05-30 00:00:00"
96264,"1958-07-12 00:00:00","Kousuke","Gargeya","M","1986-05-30 00:00:00"
66340,"1960-06-30 00:00:00","Lucien","Bernardeschi","F","1986-05-30 00:00:00"
280961,"1952-12-19 00:00:00","Mingsen","Pesch","M","1986-05-30 00:00:00"
417368,"1961-12-08 00:00:00","Cordelia","Masamoto","F","1986-05-30 00:00:00"
432082,"1955-04-14 00:00:00","Mihalis","Rebaine","F","1986-05-30 00:00:00"
458637,"1957-08-23 00:00:00","Mingsen","Capobianchi","M","1986-05-30 00:00:00"
464352,"1959-06-16 00:00:00","KayLiang","Eastman","M","1986-05-30 00:00:00"
70678,"1964-10-15 00:00:00","Dayanand","Murthy","M","1986-05-30 00:00:00"
493133,"1959-08-26 00:00:00","Lidong","Borovoy","M","1986-05-30 00:00:00"
453414,"1957-08-11 00:00:00","Denny","Koshino","M","1986-05-30 00:00:00"
28346,"1962-03-27 00:00:00","Willard","Sommer","F","1986-05-30 00:00:00"
80981,"1954-04-03 00:00:00","Fumitake","Niizuma","M","1986-05-30 00:00:00"
42402,"1953-12-25 00:00:00","Gererd","Rosis","F","1986-05-30 00:00:00"
72693,"1952-07-21 00:00:00","Zhaofang","Gadepally","F","1986-05-30 00:00:00"
17267,"1960-06-24 00:00:00","Henk","Gihr","M","1986-05-30 00:00:00"
257873,"1964-05-02 00:00:00","Tommaso","Rahimi","M","1986-05-30 00:00:00"
459659,"1961-04-27 00:00:00","Jongsuk","Baak","M","1986-05-30 00:00:00"
70909,"1954-09-20 00:00:00","Shir","Wossner","F","1986-05-30 00:00:00"
91496,"1953-02-12 00:00:00","Sven","Casperson","M","1986-05-30 00:00:00"
287235,"1963-06-10 00:00:00","Shaz","Covnot","F","1986-05-30 00:00:00"
265726,"1960-05-02 00:00:00","Zhiguo","Esposito","F","1986-05-30 00:00:00"
71383,"1952-06-12 00:00:00","Vidya","Ohori","F","1986-05-30 00:00:00"
